번호,구분,근거,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,WGS84위도,WGS84경도,화장실소유구분,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
4220,공중화장실,법제3조제11호,안산공원-1 화장실,경상북도 김천시 율곡동 962,경상북도 김천시 율곡동 962,1,4,1,0,0,0,4,1,0,김천시청 산림녹지과,054-420-6757,상시,,2008-03,36.124,128.186,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,Y,남자화장실+여자화장실,,2024-12-03
4221,공중화장실,법제3조제11호,서낭댕이공원화장실,경상북도 김천시 율곡동 968,경상북도 김천시 율곡동 968,1,2,0,0,0,0,2,0,0,김천시청 산림녹지과,054-420-6757,상시,,1905-01,36.123,128.196,공공기관-지방자치단체,수세식,N,Y,남자화장실+여자화장실,N,N,없음,,2024-12-03
4222,개방화장실,법제3조제16호-영제3조제1항제1호,의동보건진료소 화장실,경상북도 김천시 의1길 112-12,경상북도 김천시 의1길 112-12,0,1,0,0,0,0,1,0,0,보건진료소,054-432-7835,상시,,2004-01,36.176,128.235,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-03
4223,공중화장실,법제3조제3호,김천공용버스터미널,경상북도 김천시 자산로 152-8,경상북도 김천시 자산로 152-8,5,7,0,0,0,0,5,0,0,대한교통,054-432-7601,상시,,2017-01,36.12,128.123,민간소유-법인,수세식,N,N,없음,N,N,없음,,2024-12-03
4224,공중화장실,법제3조제16호-영제3조제1항제1호,병성천 파크골프장(1),경상북도 상주시 병성천2길 44,경상북도 상주시 외답동 882-1,1,2,1,1,0,0,3,1,0,새마을체육과,054-537-7651,상시,,2018-12,36.4236,128.1934,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-12-16
4225,공중화장실,법제3조제16호-영제3조제1항제1호,병성천 파크골프장(2),경상북도 상주시 병성천2길 44,경상북도 상주시 외답동 882-1,2,2,0,0,0,0,3,0,0,새마을체육과,054-537-7651,상시,,2024-04,36.42246,128.1922,공공기관-지방자치단체,수거식,Y,N,없음,N,N,없음,,2024-12-16
4226,간이화장실,법제3조제13호,병성천 파크골프장 3,부여불가,경상북도 상주시 외답동 867-4,1,1,0,0,0,0,1,0,0,새마을체육과,054-537-7651,상시,,2018-11,36.420724,128.189521,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-12-16
4227,공중화장실,법제3조제13호,낙동야구장 1,부여불가,경상북도 상주시 낙동면 분황리 산79-3,1,3,0,0,0,0,3,0,0,새마을체육과,054-537-7651,상시,,2021-11,36.407029,128.262789,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-12-16
4228,간이화장실,법제3조제13호,낙동야구장 2,부여불가,경상북도 상주시 낙동면 분황리 산79-3,1,1,0,0,0,0,1,0,0,새마을체육과,054-537-7651,상시,,2023-10,37.407029,129.262789,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-12-16
4229,공중화장실,법제3조제13호,낙동강변 궁도장,부여불가,경상북도 상주시 중동면 죽암리 349-1번지,1,3,0,0,0,0,3,0,0,새마을체육과,054-537-7651,상시,,2023-10,36.412074,128.263412,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-12-16
4230,공중화장실,법제3조제13호,낙동강변 축구장 1,부여불가,경상북도 상주시 중동면 오상리 968-1번지,1,2,0,0,0,0,3,0,0,새마을체육과,054-537-7651,상시,,2020-06,36.432144,128.247078,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-12-16
4231,공중화장실,법제3조제13호,낙동강변 축구장 2,부여불가,경상북도 상주시 중동면 오상리 968-1번지,1,2,0,0,0,0,3,0,0,새마을체육과,054-537-7651,상시,,2020-06,37.432144,129.247078,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-12-16
4232,간이화장실,법제3조제13호,패러글라이딩 국가대표 훈련장(착륙장),경상북도 상주시 사벌국면 어풍로 1158,경상북도 상주시 사벌국면 퇴강리 680,1,1,0,0,0,0,1,0,0,새마을체육과,054-537-7651,상시,,2023-03,36.512923,128.261808,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-12-16
4233,간이화장실,법제3조제13호,패러글라이딩 국가대표 훈련장(활공장),부여불가,경상북도 상주시 사벌국면 매호리 산12-1,1,1,0,0,0,0,1,0,0,새마을체육과,054-537-7651,상시,,2023-03,36.509429,128.252682,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-12-16
4234,공중화장실,법제3조제16호-영제3조제1항제1호,상주시민운동장 외1문(2층) 화장실,경상북도 상주시 북상주로 24-7,경상북도 상주시 계산동 474-1,2,4,1,1,0,0,4,1,0,새마을체육과,054-537-7693,상시,,1991-01,36.432393,128.162834,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-12-12
4235,공중화장실,법제3조제16호-영제3조제1항제1호,상주시민운동장 외2문 화장실,경상북도 상주시 북상주로 24-7,경상북도 상주시 계산동 474-1,4,13,1,1,0,0,9,1,0,새마을체육과,054-537-7693,상시,,1991-01,36.432393,128.162834,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-12-12
4236,공중화장실,법제3조제16호-영제3조제1항제1호,상주시민운동장 외5문 화장실,경상북도 상주시 북상주로 24-7,경상북도 상주시 계산동 474-1,3,14,1,1,0,0,12,1,0,새마을체육과,054-537-7693,상시,,1991-01,36.432393,128.162834,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-12-12
4237,공중화장실,법제3조제16호-영제3조제1항제1호,상주시민운동장 외8문 화장실,경상북도 상주시 북상주로 24-7,경상북도 상주시 계산동 474-1,3,14,1,1,0,0,11,1,0,새마을체육과,054-537-7693,상시,,1991-01,36.432393,128.162834,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-12-12
4238,공중화장실,법제3조제16호-영제3조제1항제1호,상주시민운동장 외11문 화장실,경상북도 상주시 북상주로 24-7,경상북도 상주시 계산동 474-1,3,15,1,1,0,0,9,1,0,새마을체육과,054-537-7693,상시,,1991-01,36.432393,128.162834,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-12-12
4239,공중화장실,법제3조제16호-영제3조제1항제1호,상주시민운동장 외12문(2층) 화장실,경상북도 상주시 북상주로 24-7,경상북도 상주시 계산동 474-1,3,5,0,0,0,0,5,0,0,새마을체육과,054-537-7693,상시,,1991-01,36.432393,128.162834,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-12-12
4240,개방화장실,법제3조제16호-영제3조제1항제1호,상주시생활체육공원,경북 상주시 영남제일로 1432,"경상북도 상주시 복룡동 165, 107-2, 110-10, 110-11, 117-5, 121-1, 129-4",4,5,0,1,0,0,7,2,0,새마을체육과,054-532-7672,상시,"24시간(평일, 주말)",2020-10,36.422493,128.184092,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-31
4241,개방화장실,법제3조제16호-영제3조제1항제1호,상주국민체육센터,경북 상주시 영남제일로 1432,"경상북도 상주시 복룡동 165, 107-2, 110-10, 110-11, 117-5, 121-1, 129-4",8,9,0,3,0,0,11,3,0,새마을체육과,054-532-7672,정시,(평일) 06:00~22:00+(주말)08:00~19:00,2020-10,36.422439,128.184033,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-31
4242,개방화장실,법제3조제16호-영제3조제1항제1호,대원보건진료소,경상북도 경산시 진량읍 진성로 232 (대원리 114번지 4호),,0,1,0,0,0,0,0,0,0,경산시장(보건소장),053-810-6307,정시,09:00~18:00,2008-04,35.8576861,128.826585,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-12-31
4243,개방화장실,법제3조제16호-영제3조제1항제1호,다문보건진료소,경상북도 경산시 진량읍 다문로70길 66 (다문리 467번지),,0,1,0,0,0,0,0,0,0,경산시장(보건소장),053-810-6307,정시,09:00~18:00,2007-10,35.8713478,128.848919,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-12-31
4244,개방화장실,법제3조제16호-영제3조제1항제1호,진량읍행정복지센터,경상북도 경산시 진량읍 다문로 50 (신상리 685번지 21호),,2,2,0,0,0,0,4,0,0,경산시장(진량읍장),053-804-7425,정시,09:00~18:00,2008-10,35.8740996,128.816189,공공기관-지방자치단체,수세식,Y,N,없음,Y,N,없음,,2024-12-31
4245,개방화장실,법제3조제16호-영제3조제1항제1호,진량보건지소,경상북도 경산시 진량읍 다문로 21 (신상리 685번지 6호),,2,2,1,0,0,0,1,1,0,경산시장(보건소장),053-810-6307,정시,09:00~18:00,2006-11,35.8748426,128.813527,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-12-31
4246,개방화장실,법제3조제16호-영제3조제1항제1호,중방동행정복지센터,"경상북도 경산시 중앙초등길 62, 중방동 행정복지센터 (중방동)",경상북도 경산시 중방동 432-6 중방동 행정복지센터,2,1,1,1,0,0,1,1,0,중방동장,053-804-7813,정시,09:00~18:00,1991-09,35.827031,128.734032,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,N,없음,,2024-12-31
4247,개방화장실,법제3조제16호-영제3조제1항제1호,북부동행정복지센터,경상북도 경산시 중방로 125,,2,2,1,1,0,0,3,1,0,북부동장,053-804-7802,정시,09:00~18:00,1997-01,35.8333099,128.746618,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-12-31
4248,개방화장실,법제3조제16호-영제3조제1항제1호,자인보건지소,경상북도 경산시 자인면 일연로 82 (북사리 173번지),,2,3,1,0,0,0,2,0,0,경산시장(보건소장),053-810-6307,정시,09:00~18:00,1970-01,35.8211263,128.82255,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-12-31
4249,개방화장실,법제3조제16호-영제3조제1항제1호,농업기술센터,경상북도 경산시 자인면 계정길 7 (북사리 520번지),,6,9,1,0,0,0,9,0,0,경산시장(농업기술센터소장),053-810-6695,정시,09:00~18:00,1995-11,35.8167488,128.812891,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-12-31
4250,개방화장실,법제3조제16호-영제3조제1항제1호,육동보건진료소,경상북도 경산시 용성면 육동로 643 (용천리 172번지 1호),,0,0,0,0,0,0,0,0,0,경산시장(보건소장),053-810-6307,정시,09:00~18:00,2004-12,35.7647462,128.913517,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-12-31
4251,개방화장실,법제3조제16호-영제3조제1항제1호,용성면행정복지센터,"경상북도 경산시 용성면 원효로 1423, 용성면 행정복지센터",경상북도 경산시 용성면 당리리 129-2 용성면 행정복지센터,2,2,0,0,0,0,2,1,0,용성면장,053-804-7546,정시,09:00~18:00,1996-05,35.7935162,128.875894,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-12-31
4252,공중화장실,법제3조제11호,용추쉼터 화장실,경상북도 김천시 증산면 수도리 21,경상북도 김천시 증산면 수도리 21,1,2,1,1,0,0,4,1,0,김천시청 문화관광과,054-434-2565,상시,,2017-01,35.864,128.011,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-03
4253,공중화장실,법제3조제11호,옥류동쉼터 화장실,경상북도 김천시 증산면 유성리 241,경상북도 김천시 증산면 유성리 241,1,2,1,1,0,0,4,1,0,김천시청 문화관광과,054-420-2302,상시,,2017-01,35.898,128.04,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-03
4254,공중화장실,법제3조제11호,사인암쉼터 화장실,경상북도 김천시 증산면 유성리 741,경상북도 김천시 증산면 유성리 741,1,2,1,1,0,0,4,1,0,김천시청 문화관광과,054-434-2565,상시,,2017-01,35.905,128.058,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-03
4255,개방화장실,법제3조제16호-영제3조제1항제1호,증산면사무소1층 화장실,경상북도 김천시 증산면 증산로 945-7,경상북도 김천시 증산면 증산로 945-7,3,3,0,0,0,0,2,0,0,증산면사무소,054-420-6515,상시,,2019-12,35.901,128.035,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-03
4256,공중화장실,법제3조제2호,칠송쉼터 화장실,경상북도 김천시 증산면 평촌리 623-1,경상북도 김천시 증산면 평촌리 623-1,1,3,0,1,0,0,4,1,0,김천시청 문화관광과,054-420-2302,상시,,2017-01,35.893,128.02,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-03
4257,공중화장실,법제3조제2호,와룡암쉼터 화장실,경상북도 김천시 증산면 평촌리 산78,경상북도 김천시 증산면 평촌리 산78,1,2,1,1,0,0,4,1,0,김천시청 문화관광과,054-434-2565,상시,,2017-01,35.881,129.015,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-03
4258,공중화장실,법제3조제2호,김천시 지례한마음공원화장실,경상북도 김천시 지례면 도곡리 330-10,경상북도 김천시 지례면 도곡리 330-10,0,1,1,0,0,0,1,2,0,김천시청 산림녹지과,054-420-6757,상시,,2017-01,35.978,128.021,공공기관-지방자치단체,수거식,N,Y,남자화장실+여자화장실,N,Y,여자화장실,2021-10,2024-12-03
4259,개방화장실,법제3조제16호-영제3조제1항제1호,지례면보건지소 1층,경상북도 김천시 지례면 상부길101-6,경상북도 김천시 지례면 상부길101-6,1,2,0,0,0,0,2,1,0,지례면보건지소,054-434-2008,상시,,2009-10,35.984,128.026,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-03
4260,개방화장실,법제3조제16호-영제3조제1항제4호,시립도서관 지하1층 화장실,경상북도 김천시 평화순환길111,경상북도 김천시 평화순환길111,4,5,0,0,0,0,8,0,0,시립도서관,054-420-6067,상시,,2003-01,36.123,128.11,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-03
4261,개방화장실,법제3조제16호-영제3조제1항제4호,시립도서관1층 화장실,경상북도 김천시 평화순환길111,경상북도 김천시 평화순환길111,4,4,1,0,0,0,7,1,0,시립도서관,054-420-6067,상시,,2003-01,36.123,128.11,공공기관-지방자치단체,수세식,N,N,없음,N,Y,여자화장실,,2024-12-03
4262,개방화장실,법제3조제16호-영제3조제1항제4호,시립도서관2층 화장실,경상북도 김천시 평화순환길111,경상북도 김천시 평화순환길111,3,4,0,0,0,0,6,0,0,시립도서관,054-420-6067,상시,,2003-01,36.123,128.11,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-03
4263,개방화장실,법제3조제16호-영제3조제1항제4호,시립도서관3층 화장실,경상북도 김천시 평화순환길111,경상북도 김천시 평화순환길111,3,4,0,0,1,0,6,0,0,시립도서관,054-420-6836,상시,,2003-01,36.123,128.11,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-03
4264,개방화장실,법제3조제16호-영제3조제1항제1호,평화남산동주민센터1층 화장실,경상북도 김천시 평화순환길291,경상북도 김천시 평화순환길291,3,2,1,1,0,0,6,1,0,평화남산동주민센터,054-433-2514,상시,,2008-03,36.12,128.116,공공기관-지방자치단체,수세식,N,Y,장애인화장실,Y,Y,여자화장실,,2024-12-03
4265,개방화장실,법제3조제16호-영제3조제1항제1호,평화남산동주민센터2층 화장실,경상북도 김천시 평화순환길291,경상북도 김천시 평화순환길291,2,2,1,1,0,0,1,1,0,평화동주민센터,054-433-2514,상시,,2008-03,36.12,128.116,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-03
4266,개방화장실,법제3조제16호-영제3조제1항제1호,평화남산동 주민센터3층 화장실,경상북도 김천시 평화순환길291,경상북도 김천시 평화순환길291,3,2,0,0,0,0,3,0,0,평화동주민센터,054-433-2514,상시,,2008-03,36.12,128.116,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-03
4267,개방화장실,법제3조제16호-영제3조제1항제1호,대항면사무소1층 화장실,경상북도 김천시 황악로 1563,경상북도 김천시 황악로 1563,1,2,1,1,0,0,4,1,0,대항면사무소,054-436-6301,상시,,1988-01,36.124,128.022,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-03
4268,개방화장실,법제3조제16호-영제3조제1항제1호,대항면사무소2층 화장실,경상북도 김천시 황악로 1563,경상북도 김천시 황악로 1563,0,1,0,0,0,0,1,0,0,대항면사무소,054-436-6301,상시,,1999-08,36.124,128.022,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-03
4269,개방화장실,법제3조제16호-영제3조제1항제1호,지례면보건지소 2층,경상북도 김천시 지례면 상부길101-6,경상북도 김천시 지례면 상부길101-6,1,2,0,0,0,0,1,0,0,지례면보건지소,054-434-2008,상시,,2009-10,35.984,128.027,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-03
4270,개방화장실,법제3조제16호-영제3조제1항제1호,말번식센터 1층,경상북도 상주시 사벌국면 국제승마장로 1,"경상북도 상주시 사벌국면 화달리 산6-5 상주시국제승마장, 산7-1, 산9-1, 산11-1, 산12-1, 산12-2, 산13-1, 산17-12, 산17-13, 51, 산53, 853-1",3,4,0,0,0,0,3,1,0,국제승마장관리사업소,054-537-6681,정시,09:00~18:00,2018-03,36.459286,128.230552,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-12
4271,개방화장실,법제3조제16호-영제3조제1항제1호,말번식센터 2층,경상북도 상주시 사벌국면 국제승마장로 1,"경상북도 상주시 사벌국면 화달리 산6-5 상주시국제승마장, 산7-1, 산9-1, 산11-1, 산12-1, 산12-2, 산13-1, 산17-12, 산17-13, 51, 산53, 853-1",3,4,0,0,0,0,3,0,0,국제승마장관리사업소,054-537-6681,정시,09:00~18:00,2018-03,36.459286,128.230552,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-12
4272,개방화장실,법제3조제16호-영제3조제1항제1호,말번식센터(교육장),경상북도 상주시 사벌국면 국제승마장로 1,"경상북도 상주시 사벌국면 화달리 산6-5 상주시국제승마장, 산7-1, 산9-1, 산11-1, 산12-1, 산12-2, 산13-1, 산17-12, 산17-13, 51, 산53, 853-1",3,4,0,0,0,0,3,0,0,국제승마장관리사업소,054-537-6681,정시,09:00~18:00,2018-03,36.459286,128.230552,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-12
4273,개방화장실,법제3조제16호-영제3조제1항제1호,제1실내승마장(매표소),경상북도 상주시 사벌국면 국제승마장로 1,"경상북도 상주시 사벌국면 화달리 산6-5 상주시국제승마장, 산7-1, 산9-1, 산11-1, 산12-1, 산12-2, 산13-1, 산17-12, 산17-13, 51, 산53, 853-1",3,3,0,0,0,0,4,0,0,국제승마장관리사업소,054-537-6681,정시,09:00~18:00,2010-09,36.459286,128.230552,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-12
4274,개방화장실,법제3조제16호-영제3조제1항제1호,제1실내승마장(관람석),경상북도 상주시 사벌국면 국제승마장로 1,"경상북도 상주시 사벌국면 화달리 산6-5 상주시국제승마장, 산7-1, 산9-1, 산11-1, 산12-1, 산12-2, 산13-1, 산17-12, 산17-13, 51, 산53, 853-1",3,3,1,0,0,0,6,1,0,국제승마장관리사업소,054-537-6681,정시,09:00~18:00,2010-09,36.459286,128.230552,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-12
4275,개방화장실,법제3조제16호-영제3조제1항제1호,본마사동,경상북도 상주시 사벌국면 국제승마장로 1,"경상북도 상주시 사벌국면 화달리 산6-5 상주시국제승마장, 산7-1, 산9-1, 산11-1, 산12-1, 산12-2, 산13-1, 산17-12, 산17-13, 51, 산53, 853-1",1,2,0,0,0,0,2,0,0,국제승마장관리사업소,054-537-6681,정시,09:00~18:00,2010-09,36.459286,128.230552,공공기관-지방자치단체,수세식,N,N,없음,Y,N,없음,,2024-12-12
4276,개방화장실,법제3조제16호-영제3조제1항제1호,경기운영동,경상북도 상주시 사벌국면 국제승마장로 1,"경상북도 상주시 사벌국면 화달리 산6-5 상주시국제승마장, 산7-1, 산9-1, 산11-1, 산12-1, 산12-2, 산13-1, 산17-12, 산17-13, 51, 산53, 853-1",4,7,0,0,0,0,14,0,0,국제승마장관리사업소,054-537-6681,정시,09:00~18:00,2010-09,36.459286,128.230552,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-12
4277,개방화장실,법제3조제16호-영제3조제1항제1호,경기용마사(휴게동),경상북도 상주시 사벌국면 국제승마장로 1,"경상북도 상주시 사벌국면 화달리 산6-5 상주시국제승마장, 산7-1, 산9-1, 산11-1, 산12-1, 산12-2, 산13-1, 산17-12, 산17-13, 51, 산53, 853-1",3,2,0,0,0,0,3,0,0,국제승마장관리사업소,054-537-6681,정시,09:00~18:00,2016-11,36.459286,128.230552,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-12
4278,개방화장실,법제3조제16호-영제3조제1항제1호,교육센터교육동 1층,경상북도 상주시 사벌국면 국제승마장로 1,"경상북도 상주시 사벌국면 화달리 산6-5 상주시국제승마장, 산7-1, 산9-1, 산11-1, 산12-1, 산12-2, 산13-1, 산17-12, 산17-13, 51, 산53, 853-1",2,3,1,0,0,0,5,1,0,국제승마장관리사업소,054-537-6681,정시,09:00~18:00,2021-11,36.459286,128.230552,공공기관-지방자치단체,수세식,N,Y,장애인화장실,N,N,없음,,2024-12-12
4279,개방화장실,법제3조제16호-영제3조제1항제1호,교육센터교육동 2층,경상북도 상주시 사벌국면 국제승마장로 1,"경상북도 상주시 사벌국면 화달리 산6-5 상주시국제승마장, 산7-1, 산9-1, 산11-1, 산12-1, 산12-2, 산13-1, 산17-12, 산17-13, 51, 산53, 853-1",2,3,1,0,0,0,5,1,0,국제승마장관리사업소,054-537-6681,정시,09:00~18:00,2021-11,36.459286,128.230552,공공기관-지방자치단체,수세식,N,Y,장애인화장실,N,N,없음,,2024-12-12
4280,개방화장실,법제3조제16호-영제3조제1항제1호,교육센터교육동 3층,경상북도 상주시 사벌국면 국제승마장로 1,"경상북도 상주시 사벌국면 화달리 산6-5 상주시국제승마장, 산7-1, 산9-1, 산11-1, 산12-1, 산12-2, 산13-1, 산17-12, 산17-13, 51, 산53, 853-1",2,3,1,0,0,0,5,1,0,국제승마장관리사업소,054-537-6681,정시,09:00~18:00,2021-11,36.459286,128.230552,공공기관-지방자치단체,수세식,N,Y,장애인화장실,N,N,없음,,2024-12-12
4281,개방화장실,법제3조제16호-영제3조제1항제1호,교육센터교육동 4층,경상북도 상주시 사벌국면 국제승마장로 1,"경상북도 상주시 사벌국면 화달리 산6-5 상주시국제승마장, 산7-1, 산9-1, 산11-1, 산12-1, 산12-2, 산13-1, 산17-12, 산17-13, 51, 산53, 853-1",2,3,1,0,0,0,5,1,0,국제승마장관리사업소,054-537-6681,정시,09:00~18:00,2021-11,36.459286,128.230552,공공기관-지방자치단체,수세식,N,Y,장애인화장실,N,N,없음,,2024-12-12
4282,개방화장실,법제3조제16호-영제3조제1항제1호,교육센터객실동 1층,경상북도 상주시 사벌국면 국제승마장로 1,"경상북도 상주시 사벌국면 화달리 산6-5 상주시국제승마장, 산7-1, 산9-1, 산11-1, 산12-1, 산12-2, 산13-1, 산17-12, 산17-13, 51, 산53, 853-1",2,3,0,0,0,0,4,0,0,국제승마장관리사업소,054-537-6681,정시,09:00~18:00,2021-11,36.459286,128.230552,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-12
4283,개방화장실,법제3조제16호-영제3조제1항제1호,제2실내승마장,경상북도 상주시 사벌국면 국제승마장로 1,"경상북도 상주시 사벌국면 화달리 산6-5 상주시국제승마장, 산7-1, 산9-1, 산11-1, 산12-1, 산12-2, 산13-1, 산17-12, 산17-13, 51, 산53, 853-1",1,1,0,0,0,0,2,0,0,국제승마장관리사업소,054-537-6681,정시,09:00~18:00,2021-11,36.459286,128.230552,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-12
4284,개방화장실,법제3조제16호-영제3조제1항제1호,승마장 야외화장실 1,경상북도 상주시 사벌국면 국제승마장로 1,"경상북도 상주시 사벌국면 화달리 산6-5 상주시국제승마장, 산7-1, 산9-1, 산11-1, 산12-1, 산12-2, 산13-1, 산17-12, 산17-13, 51, 산53, 853-1",2,2,0,0,0,0,3,0,0,국제승마장관리사업소,054-537-6681,정시,"24시간(단, 동절기는 폐쇄)",2013-01,36.459286,128.230552,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-12
4285,개방화장실,법제3조제16호-영제3조제1항제1호,승마장 야외화장실 2,경상북도 상주시 사벌국면 국제승마장로 1,"경상북도 상주시 사벌국면 화달리 산6-5 상주시국제승마장, 산7-1, 산9-1, 산11-1, 산12-1, 산12-2, 산13-1, 산17-12, 산17-13, 51, 산53, 853-1",1,2,0,0,0,0,3,0,0,국제승마장관리사업소,054-537-6681,정시,"24시간(단, 동절기는 폐쇄)",2017-01,36.459286,128.230552,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-12
4286,이동화장실,법제3조제2호,석포 전망대 이동식 화장실,"경상북도 울릉군 북면 석포길 270, 석포전망대 공중화장실",경상북도 울릉군 북면 천부리 산 15 석포전망대 공중화장실,1,0,0,0,0,0,1,0,0,울릉군 북면사무소,054-790-6734,정시,동절기(12월~3월)폐쇄,2022-05,37.5483869,130.9032457,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-23
4287,공중화장실,법제3조제2호,봉래폭포 관리사무소,,경상북도 울릉군 울릉읍 도동리 665,2,1,0,0,0,0,3,1,0,울릉군 시설관리사업소,,정시,연중무휴,2016-10,37.5002439,130.8916237,공공기관-지방자치단체,수세식,Y,Y,여자화장실+장애인화장실,N,N,없음,,2024-12-23
4288,개방화장실,법제3조제16호-영제3조제1항제1호,증산면사무소2층 화장실,경상북도 김천시 증산면 증산로 945-7,경상북도 김천시 증산면 증산로 945-7,0,3,0,0,0,0,2,0,0,증산면사무소,054-420-6515,상시,,2019-12,36.901,128.035,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-03
4289,공중화장실,법제3조제2호,매목공원화장실,경상북도 김천시 응명동 61-2,경상북도 김천시 응명동 61-2,1,2,0,0,0,0,2,0,0,김천시청 산림녹지과,054-420-6757,상시,,1992-05,36.141,128.133,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-03
4290,개방화장실,법제3조제16호-영제3조제1항제1호,남면보건지소 화장실,"경상북도 김천시 남면 옥산길 38-68, 남면 문화복지센터","경상북도 김천시 남면 옥산길 38-68, 남면 문화복지센터",1,1,0,0,0,0,2,1,0,남면보건지소,054-431-3585,상시,,1993-01,36.104,128.19,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-03
4291,개방화장실,법제3조제16호-영제3조제1항제1호,부항면사무소 화장실 2층,경상북도 김천시 부항로834,경상북도 김천시 부항로834,0,2,0,0,0,0,2,0,0,부항면사무소,054-437-2031,상시,,1992-05,35.99,127.955,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-03
4292,개방화장실,법제3조제16호-영제3조제1항제1호,농소면보건지소 화장실,경상북도 김천시 농남로42,경상북도 김천시 농남로42,2,2,0,0,0,0,2,1,0,농소면보건지소,054-431-6301,상시,,1993-01,36.105,128.172,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-12-03
